COMMON	ATM	ATR	BAP1	BLM	BRCA1	BRCA2	BRIP1	CDK12	CENPA	CENPK	CENPL	CENPM	CENPN	CENPU	CENPW	CHEK1	CHEK2	FANCA	FANCC	FANCD2	FANCE	FANCF	HJURP	MRE11	NDC80	NLRP2	NUF2	OIP5	PALB2	RAD51B	RAD51C	RAD51D	SPC24	SPC25	TP53	WRN	ZWINT	
GENE_ID	472	545	8314	641	672	675	83990	51755	1058	64105	91687	79019	55839	79682	387103	1111	11200	2175	2176	2177	2178	2188	55355	4361	10403	55655	83540	11339	79728	5890	5889	5892	147841	57405	7157	7486	11130	
TCGA-A7-A3J0-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.821	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7036	-0.4542	-0.8087	-0.2533	-0.4901	-0.8114	-0.4833	-0.3311	1.5085	0.5167	-0.427	0.1172	0.2305	-0.5681	
TCGA-AQ-A0Y5-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.724	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.32	-0.9791	-0.3103	-0.8534	0.0465	0.9487	-0.3591	-1.1941	1.2369	-0.7581	-1.0522	-1.0818	0.0478	-0.3711	
TCGA-E9-A22H-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.5971	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5918	0.6741	-0.804	2.9331	0.4747	3.1691	0.1923	1.5545	0.7904	-0.0684	1.6223	0.2976	0.1698	0.5659	
TCGA-AR-A24S-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4574	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0968	1.0811	1.5697	0.9344	-0.4508	-0.2944	-0.2331	1.055	-0.4706	0.8231	0.7712	0.3231	-0.3137	0.4198	
TCGA-EW-A1IW-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.4667	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6091	0.1679	0.6609	1.0345	0.7393	1.0184	0.0769	1.1306	-1.0789	0.5842	0.4131	-0.7574	1.5099	0.3991	
TCGA-A7-A0CH-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6827	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8199	-0.6358	0.2998	-0.2677	-0.5543	1.4766	0.0796	-0.04	-0.3697	-0.6865	-0.6451	-0.002	-0.0147	-0.6162	
TCGA-AR-A24H-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7607	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9235	1.2474	-0.7547	4.9234	2.6297	3.8061	-0.127	3.0981	4.2275	0.4914	1.1035	-2.2023	2.7418	0.8275	
TCGA-E9-A5UO-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.8767	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3176	-0.4021	-0.0218	-0.1369	2.3192	-0.97	-0.3251	0.4226	4.9908	-0.1717	-0.3434	-1.7745	-0.5677	3.8208	
TCGA-LL-A5YP-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3964	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.431	0.5188	3.0794	2.4059	0.0424	-0.1449	0.1981	-0.1337	-0.0538	0.0642	0.9155	1.4088	-1.3047	1.7069	
TCGA-A7-A3IZ-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1658	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6265	-0.1198	-0.8063	0.1979	0.0059	0.3556	-0.4407	1.7985	0.6906	0.7925	-0.6137	-1.1024	-0.8991	3.0582	
TCGA-E2-A15R-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.798	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0145	-0.2224	-0.796	0.3039	-0.1408	1.9725	-0.4215	0.6689	4.0181	0.6471	1.205	-1.1614	0.0279	0.9813	
TCGA-E9-A1N9-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8441	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4935	1.7046	1.3149	1.9793	-0.0612	0.6636	-0.023	1.5669	2.5865	0.4824	1.8529	-1.8431	-0.8798	0.9115	
TCGA-BH-A0E7-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.621	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3955	-0.6984	1.5845	-0.8352	-0.6856	2.6465	-0.1773	-0.6343	-0.7153	-0.8142	-0.3521	-0.9516	-1.1226	-0.3964	
TCGA-BH-A0DV-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.3296	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6101	-0.8832	-0.8018	-0.976	-0.9313	-1.0163	0.0739	-0.7342	-0.1919	-0.9405	-1.1456	-0.3221	-0.2528	-1.0709	
TCGA-D8-A27N-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.2656	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.6263	-0.0181	-0.7766	0.3435	0.6815	0.2108	-0.3846	0.3128	-1.3761	0.0176	-0.2973	-1.0207	-0.3334	0.4122	
TCGA-BH-A0B3-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0268	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1394	2.0628	-0.7805	3.5622	2.3585	1.1469	0.0625	0.945	0.4754	0.6941	1.7111	2.0965	-0.2031	0.4828	
TCGA-BH-A203-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.6298	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.8086	-0.3023	0.6732	2.8824	1.2153	-0.716	2.7946	1.472	-1.5219	-0.2663	0.8854	1.0665	0.085	2.0684	
TCGA-BH-A0DK-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9132	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0428	0.3992	-0.6239	0.6191	-0.5021	-0.6228	-0.2846	0.2625	-1.3582	1.1189	0.1404	0.0946	-0.452	-0.0049	
TCGA-A7-A26E-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6169	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1265	-0.6282	0.6623	-0.5479	-0.6775	0.8759	-0.1073	-0.4746	-1.0664	-0.7372	-0.6168	-0.5063	1.3458	-0.9236	
TCGA-AR-A2LK-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1046	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2876	0.7678	0.8335	2.327	0.1494	4.3804	0.8261	2.0338	1.0079	0.7668	0.4489	0.1996	-0.0332	0.3059	
TCGA-AN-A0AS-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8365	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.3359	-0.4185	-0.7711	0.1195	-0.4986	-1.0577	-0.5419	-1.3337	-2.2453	-0.3885	-0.6795	-0.2588	-1.431	-0.7951	
TCGA-AC-A5XS-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.3771	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1498	-0.1494	-0.8111	-0.189	1.3604	0.8796	-0.3	-0.6437	-0.6656	-0.4307	0.24	0.6982	-0.7157	-0.1413	
TCGA-D8-A1XG-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8212	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.0158	-0.4447	-0.7403	0.0384	-0.7374	0.0017	-0.5285	-0.5532	1.9704	-0.6589	-0.7845	-0.7902	2.2602	-0.642	
TCGA-AR-A0U2-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.8006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.8605	2.3846	-0.7928	5.7835	4.6034	3.9646	-0.3622	1.8901	2.5916	1.4519	1.446	0.2114	1.0834	1.0197	
TCGA-GM-A2DL-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5581	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1548	-0.5569	-0.7953	0.534	0.7401	-0.9446	-0.3148	-0.1755	-1.534	0.3892	-0.1924	-0.6396	-0.8645	0.7003	
TCGA-A2-A0T0-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5425	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1149	1.6494	-0.3759	1.789	-0.1125	0.2446	1.053	1.1727	0.1143	1.876	0.9781	1.2718	-0.9843	0.636	
TCGA-A7-A2KD-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.2854	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3449	1.7092	0.6664	1.2675	0.3308	1.7608	-0.275	0.5071	3.5201	0.0985	0.7978	-1.9329	0.1858	0.4328	
TCGA-E9-A1ND-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0788	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7515	0.4031	1.0375	0.6726	-0.0706	-0.0395	-0.2261	-0.5861	-1.5698	-0.1792	2.1543	1.7321	-0.6577	-0.1086	
TCGA-A8-A07O-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.1149	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.4117	1.4977	-0.7674	5.8068	4.8549	0.1499	-0.5343	-0.1213	3.0573	-0.3441	1.0248	-1.8644	0.5146	1.0683	
TCGA-A2-A4RY-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.1323	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.336	-1.0228	-0.5026	-0.9387	-1.0204	-0.5418	0.8166	-0.777	0.2593	-0.6829	-1.2495	-0.1802	-0.1543	-1.0276	
TCGA-C8-A26Z-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8291	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5539	-0.7104	-0.803	0.9621	0.2679	0.9695	0.1496	-0.4738	2.7583	-0.8448	-0.8503	-1.0713	0.2697	-0.3213	
TCGA-BH-A0HQ-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2917	-0.7631	0.9451	-0.3555	-0.8427	1.3168	-0.3603	-0.4338	0.0321	-0.6951	-0.9104	1.049	0.6965	-0.7706	
TCGA-AC-A3W7-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4103	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2963	-0.822	-0.7947	0.3688	-0.2967	-0.7732	-0.4221	-1.3562	-1.0753	-0.1254	-0.3534	-0.6522	-0.6403	-0.5922	
TCGA-BH-A1EO-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4562	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.5334	-0.5809	1.4205	-0.4184	-0.7804	1.1647	-0.0575	-0.7989	-1.3951	-0.7767	-0.7995	-0.3139	0.0118	-1.0781	
TCGA-BH-A1F0-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.764	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.1733	1.4969	-0.6291	2.3285	0.9904	0.7983	0.806	-0.6304	0.314	-0.2534	0.3839	-1.4621	-0.1562	-0.4034	
TCGA-BH-A0H0-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.807	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.9429	0.3942	0.7268	1.4295	2.0109	1.6415	0.0583	0.7073	1.2459	0.1813	0.9764	-1.1016	-0.9044	1.939	
TCGA-A8-A079-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.5897	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.3818	1.3103	2.5339	1.4676	2.7987	-0.2889	-0.2865	1.9661	-1.5002	4.1092	2.1098	-0.8447	-1.4198	1.5292	
TCGA-BH-A0GZ-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.3186	-0.063	-0.8062	0.2574	0.1029	-0.5538	0.5921	0.7001	-0.483	-0.5409	0.2336	1.3757	-0.6207	0.3156	
TCGA-E9-A24A-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6979	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5021	-0.3945	-0.7446	-0.2995	-0.4369	1.8283	-0.2595	0.0289	-1.1308	-0.6951	-0.6243	-0.4468	-0.0482	-0.6005	
TCGA-A2-A0YC-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5404	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0253	-0.502	0.1715	-0.3255	-0.4938	1.6668	0.0652	0.6549	-0.3055	-0.2237	-0.6187	-1.1086	-0.0933	-0.0716	
TCGA-E2-A3DX-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6643	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.016	-0.9088	-0.2506	-0.9516	-0.8833	-0.3768	-0.1848	0.1649	-0.5807	-0.7276	-1.1185	-0.9101	-0.1249	-1.0073	
TCGA-AO-A1KR-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4343	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.2826	2.7269	2.1117	4.1554	1.2147	-1.1661	-0.3896	-0.5103	-2.0861	0.1801	1.4781	2.2858	-0.7527	0.7986	
TCGA-GM-A2DA-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2655	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7497	0.6221	-0.4155	0.9412	-0.1644	-1.7047	-0.4383	2.7663	-2.3132	-0.5209	0.2477	-0.4507	-1.0515	0.4489	
TCGA-C8-A12P-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.1114	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6942	1.1494	0.1311	1.5614	-0.6439	0.8261	-0.1645	3.4947	-1.5587	0.7032	-0.1314	0.1316	-1.0415	0.1293	
TCGA-C8-A131-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.1924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8712	2.2102	-0.7733	1.9499	1.7625	-0.6011	0.2352	-0.7443	-1.8857	1.684	1.1382	1.5581	-1.6998	0.2683	
TCGA-EW-A1P5-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5629	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0145	-0.2196	0.2399	-0.534	0.647	0.9073	-0.3773	-0.0406	0.9816	0.3346	-0.6521	-1.0139	-0.7251	-0.6044	
TCGA-A2-A3XT-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4975	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2209	0.7972	0.6496	6.6161	4.2918	-0.4901	-0.1971	-1.9644	1.2427	3.976	-0.1317	1.149	-1.1239	-0.0197	
TCGA-B6-A0IA-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3836	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6384	0.5804	0.0712	1.9608	0.5638	-0.1029	-0.0964	0.3574	-1.3842	-0.5413	0.8782	-0.5855	-0.4749	1.3593	
TCGA-BH-A0BG-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5043	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0121	2.554	-0.6952	1.1343	-0.0563	0.7029	5.3561	-0.1342	0.5749	-0.4783	0.1291	-1.7341	-0.3093	-0.635	
TCGA-LQ-A4E4-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9068	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.9082	-0.4922	1.2323	-0.0163	0.2141	-0.4796	0.1576	1.5801	-0.772	1.8064	0.5358	-0.1028	-0.0429	0.6961	
TCGA-AQ-A1H3-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2219	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.628	-0.4799	-0.7836	0.6917	-0.6663	2.5112	-0.1592	-0.0733	0.7992	-0.6046	-0.6926	-0.7918	1.6977	-0.565	
TCGA-D8-A140-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1344	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0475	-0.5112	-0.798	0.1608	-0.854	0.8968	-0.3575	3.4172	1.3157	-0.2265	-0.7133	0.1591	-0.7259	-0.4431	
TCGA-A8-A06O-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.3026	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1859	0.6462	2.3084	1.3302	1.1145	0.6775	1.0554	2.814	-0.7162	1.001	0.1233	-0.6476	1.0714	1.1136	
TCGA-AC-A23H-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4819	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2073	-0.1136	-0.8065	0.4334	1.235	-0.1853	-0.5185	4.9246	-0.9825	0.2452	1.2854	0.6393	-1.296	0.2227	
TCGA-A8-A06Z-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4541	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.7655	0.3729	0.144	0.1642	-0.521	2.3312	-0.3677	0.3249	-0.5712	0.0165	-0.4543	-2.1449	-1.5076	0.8276	
TCGA-BH-A1F2-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6976	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1894	0.986	2.29	0.784	0.7134	1.5024	-0.1027	0.5847	-2.0112	-0.9095	2.1219	0.4649	1.1025	-0.0763	
TCGA-AO-A1KT-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.6952	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.4662	0.5927	-0.7999	0.4929	0.3206	0.0132	-0.0247	1.3316	0.2087	-0.7078	1.2388	0.4536	-1.0126	3.1899	
TCGA-A8-A07F-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6955	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.6723	-0.4376	-0.8013	-0.3192	-0.6652	3.8342	0.8559	0.5962	0.4014	0.4385	-0.664	0.923	2.0432	-0.4211	
TCGA-A8-A09Q-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.185	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.626	-0.3491	0.4481	0.525	0.4506	0.4703	-0.3314	2.8383	-1.4915	-0.1137	-0.0689	-1.7414	-0.8536	0.9923	
TCGA-D8-A1Y1-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0679	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1935	0.4703	-0.5122	1.1104	-0.3682	2.695	-0.0095	0.7093	1.678	0.5335	0.6614	0.0949	0.7965	0.5293	
TCGA-BH-A18Q-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4204	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.3546	1.3378	0.7212	3.132	0.4007	2.8871	5.3345	1.5513	-0.0941	2.2951	0.4398	-1.7394	0.8679	0.4078	
TCGA-C8-A133-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.1365	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.2495	-0.6638	-0.804	-0.923	-0.9737	-1.4414	-0.4494	2.4638	-0.2674	-0.8821	-1.0222	-0.749	-0.8228	-0.8447	
TCGA-A7-A5ZW-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0285	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2701	-0.701	-0.8013	-0.8841	-0.8826	0.2544	-0.2155	-0.5394	-1.0301	-0.9202	-0.714	-0.0541	-0.2551	-1.0265	
TCGA-D8-A13Z-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4365	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1865	1.7557	-0.7815	2.0977	0.4412	3.1772	0.0001	0.3721	-0.7257	0.9182	0.1875	1.8876	-1.5493	2.7438	
TCGA-D8-A1JI-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7354	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.8651	-0.8437	0.3527	-0.6386	-0.4865	-0.2364	-0.1402	0.8724	-1.851	-0.2407	-0.561	-1.4801	-0.1752	-0.6712	
TCGA-EW-A2FW-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7074	1.6041	-0.8063	3.8121	2.0925	1.6041	-0.1531	0.5809	1.2996	2.5616	1.5678	-0.0365	-0.9692	1.8063	
TCGA-E9-A1R2-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.3907	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.3159	-0.3708	-0.799	0.4434	-0.354	0.7461	-0.5043	0.9104	-0.4213	-0.4577	-0.1073	-0.5585	-0.9007	-0.5106	
TCGA-D8-A1JT-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.517	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6482	0.6383	-0.8113	0.8085	-0.0109	3.7837	-0.1164	2.8742	-1.8493	-0.8325	-0.2578	-1.5509	-1.4898	-0.4291	
TCGA-BH-A0BR-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.229	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.824	-0.1789	-0.8049	-0.4523	-0.4033	0.5275	-0.3787	-0.5051	-1.1151	0.7263	-0.1122	-0.3495	-0.4939	-0.7582	
TCGA-BH-A0C3-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0481	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5978	-0.3967	-0.8056	0.3165	-0.6311	2.2116	-0.3096	-0.2942	0.3596	-0.5637	-0.9866	-1.5015	0.5866	-0.2229	
TCGA-E2-A1LH-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1763	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.4321	2.3128	-0.7007	4.014	1.1575	-1.2484	2.2121	-1.6506	-2.1461	-0.5026	1.1884	0.9584	-1.851	-0.532	
TCGA-AQ-A04H-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.2489	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.3092	-0.0741	-0.0897	0.6474	-0.2646	2.0102	-0.5006	0.5104	4.3571	0.2024	1.0524	-0.3216	1.1587	0.0926	
TCGA-E2-A14P-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.6865	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6494	1.224	-0.7937	0.6548	2.3598	-0.0621	-0.3131	13.2242	-2.0441	0.4253	0.32	0.4957	7.6627	0.6941	
