COMMON	ATM	ATR	BAP1	BLM	BRCA1	BRCA2	BRIP1	CDK12	CENPA	CENPK	CENPL	CENPM	CENPN	CENPU	CENPW	CHEK1	CHEK2	FANCA	FANCC	FANCD2	FANCE	FANCF	HJURP	MRE11	NDC80	NLRP2	NUF2	OIP5	PALB2	RAD51B	RAD51C	RAD51D	SPC24	SPC25	TP53	WRN	ZWINT	
TCGA-A8-A075-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0336	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8268	0.7406	-0.7669	0.5666	1.2304	0.4149	-0.0884	-1.8163	-0.8702	0.3183	0.1049	-1.9398	-0.7995	1.7251	
TCGA-A8-A06T-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0552	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5836	-0.1782	-0.3792	-0.274	0.2295	1.3448	-0.1071	1.0223	1.121	0.1232	-0.7928	-0.3633	-1.3238	-0.3718	
TCGA-A2-A25E-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.202	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.66	0.6112	-0.798	1.8929	1.2694	1.3585	-0.33	0.8616	0.2368	-0.3498	1.1983	-0.6043	0.7069	1.6134	
TCGA-B6-A0RH-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2438	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.689	0.2279	2.3411	1.8066	0.519	-1.018	-0.1563	1.5712	-2.0568	-0.1275	0.4892	0.9014	-1.862	-0.0824	
TCGA-EW-A1J2-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.1925	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0287	-0.986	-0.7581	-0.9037	-0.9928	0.2755	0.0417	-0.7973	0.2198	-0.9481	-1.2349	-0.7898	0.5488	-1.1315	
TCGA-A7-A0DB-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.9074	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4553	-0.5946	-0.8106	-0.5449	-0.4926	0.44	0.1468	-0.7116	-1.1319	-0.4024	-0.3115	-0.027	-0.5953	-0.5367	
TCGA-AN-A0FW-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.3419	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.1008	-0.1005	-0.7741	2.0918	-0.0577	1.0076	-0.4184	1.3698	-1.2257	-0.4262	-0.3736	-0.1155	-0.3526	-0.0626	
TCGA-E9-A1R7-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.4277	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.4699	0.7287	-0.802	1.1781	-0.1091	1.7382	-0.4128	-0.3063	2.2422	-0.3129	0.2152	-1.3967	0.2436	0.7067	
TCGA-E9-A1NG-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7272	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5484	-0.786	0.5833	-0.6542	-0.776	1.319	-0.213	0.0789	-0.3942	-0.7998	-0.7577	-0.0859	0.2052	-0.7783	
TCGA-D8-A1XJ-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.5003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.1201	0.695	-0.8073	1.4816	0.6641	2.6645	-0.435	-0.3166	20.5221	1.1807	0.8287	1.0817	-1.1161	1.1341	
TCGA-A2-A3XX-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6971	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0237	2.0123	2.1701	6.4635	0.5923	0.6239	1.0933	-0.2857	1.8684	0.6144	1.2149	3.0075	-0.9865	0.3476	
TCGA-AR-A1AH-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.4208	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.7794	2.8197	-0.8098	3.685	2.6553	1.3601	-0.3825	-0.4191	-1.3262	0.1076	1.329	-2.0358	6.5903	2.6325	
TCGA-C8-A1HK-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4084	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.9526	0.001	1.694	1.1828	0.7936	0.8978	-0.4559	1.7698	0.3187	-0.9033	0.1349	-2.025	-0.5359	0.8692	
TCGA-E2-A2P6-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1833	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.2303	-0.3006	-0.034	1.6588	0.9845	0.1952	-0.1355	1.2694	-1.2356	-0.285	0.5132	-1.3179	-0.7813	0.0462	
TCGA-D8-A27H-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2424	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7347	-0.3305	-0.7868	0.5374	-0.2448	-0.3918	0.0245	0.4472	-1.3489	-0.054	-0.1008	-1.9058	-0.6163	0.5112	
TCGA-D8-A1XU-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.031	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.3096	-0.897	0.8151	1.0573	-0.7672	-0.253	0.2663	2.3003	-0.255	-0.7114	-0.5983	-0.5222	0.0622	-1.1344	
TCGA-E2-A1LA-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.8656	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.6318	0.6068	0.0029	1.9272	-0.2671	0.1064	-0.2975	3.7309	0.9667	0.2885	0.3638	-0.7173	-0.851	-0.1786	
TCGA-BH-A0B0-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0835	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.448	-0.5659	0.2398	-0.7674	0.126	-0.3736	-0.2701	-0.8693	-1.107	-0.6503	-0.6919	-0.0579	-0.3679	-0.3346	
TCGA-BH-A0RX-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8102	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3879	1.6103	2.6363	2.9784	0.9147	-0.9999	-0.244	0.6503	-0.0721	0.0201	0.6419	-1.0606	-1.1099	0.7894	
TCGA-A2-A0EM-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.9136	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0844	-0.4539	0.304	-0.4801	-0.5698	0.3244	-0.1009	1.3302	-0.944	-0.8527	-0.3948	0.2871	-0.4235	-0.6781	
TCGA-D8-A1JJ-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2402	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0144	0.1062	-0.7827	1.1147	0.8142	0.9215	-0.1272	1.8537	-1.2003	0.5899	0.3314	1.2734	-1.1247	0.3679	
TCGA-B6-A1KI-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7784	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.3099	-0.9605	0.556	8.7072	-0.8987	0.3708	0.2948	0.2103	-0.3803	-0.8492	-0.7798	0.007	0.0308	-0.9635	
TCGA-D8-A1JU-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.2486	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0035	-1.0489	-0.1722	-1.0905	-1.1644	-0.3361	-0.2295	-0.4061	-0.7475	-1.0193	-1.3453	-1.0704	0.15	-1.3202	
TCGA-BH-A18U-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.4326	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.2557	2.6291	-0.6087	5.1935	2.791	3.4596	-0.3254	1.2987	-0.1439	0.547	2.6118	-1.7313	0.1992	2.8914	
TCGA-A8-A07R-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.4656	1.8151	1.1772	2.5443	1.7863	3.1148	2.1339	1.4089	1.3766	0.5827	1.5686	0.8762	-0.5838	0.2679	
TCGA-A8-A083-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0054	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4647	-1.0002	1.7132	-0.8364	-0.788	0.4816	-0.1976	-0.1988	-0.1955	-1.003	-1.2086	-0.1481	-0.4728	-0.8895	
TCGA-E9-A243-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.481	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3893	0.2319	0.9238	2.1507	0.3808	3.3826	-0.2691	-0.1869	-1.0298	0.0796	0.0316	-0.7685	1.2137	-0.141	
TCGA-AQ-A04L-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1628	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.813	-0.6132	-0.8099	-0.3043	0.67	1.0536	-0.532	-0.1492	-1.4949	-0.8371	-0.9153	-0.9585	-1.4476	-0.2512	
TCGA-BH-A0BF-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5991	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7151	0.5422	-0.6627	0.9263	-0.2815	0.9736	-0.3279	0.3414	0.7647	-0.1895	-0.5944	0.4705	0.3539	-0.3707	
TCGA-BH-A0W4-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4638	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4177	-0.5385	-0.7293	-0.6408	-0.5817	0.2523	-0.2455	-0.8914	0.9691	-0.3512	-0.5518	-0.492	0.1631	-0.3931	
TCGA-JL-A3YW-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.895	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7798	0.249	-0.7924	-0.2702	-0.082	-0.7573	-0.4395	-0.6595	0.4065	0.5205	-0.9427	-1.4172	-1.5939	-0.567	
TCGA-BH-A0AZ-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.9791	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0476	-0.5093	0.5523	0.2679	-0.5307	-0.3645	-0.4245	1.1246	-0.8581	-0.8231	-0.7904	-0.5696	-0.8932	-0.7605	
TCGA-A2-A0EX-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7336	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4661	-0.7332	-0.8003	-1.0189	-0.792	-0.8766	-0.3231	-0.1629	-1.6199	-0.8437	-1.0617	-0.3992	9.2101	-0.7995	
TCGA-E2-A1LL-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9668	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.079	0.1787	0.624	1.1552	2.3786	0.8618	-0.4187	-0.4397	-1.8755	0.5027	0.8486	-1.8071	-0.9638	1.0895	
TCGA-D8-A27F-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7479	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.1465	6.716	-0.8094	2.2657	0.6415	2.0734	4.1114	-0.6987	0.7442	6.5767	0.2039	-1.8524	0.7726	4.3111	
TCGA-A8-A07G-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8344	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6922	-0.8832	0.6262	-0.1096	-0.8397	-0.2077	-0.0246	0.6961	0.463	-0.7508	-0.8841	-1.6775	-0.884	-0.897	
TCGA-C8-A273-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0973	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.381	-0.0913	0.291	0.0736	0.2414	-0.7798	-0.2201	3.6174	-1.6062	0.8242	0.2407	-0.1072	0.4405	0.8647	
TCGA-BH-A0DS-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.9558	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.4492	-0.8478	-0.8062	-0.6411	-0.7373	-0.132	-0.0029	-0.8372	-1.2978	-0.9096	-1.0743	-0.9424	-0.3658	-1.0531	
TCGA-BH-A0HY-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.4546	2.5337	-0.7989	1.4841	-0.0826	-0.4906	-0.3587	0.244	-1.5078	0.6364	0.3818	-0.6818	0.1805	0.7378	
TCGA-A2-A25A-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0347	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0779	-0.3426	-0.2231	-0.1361	-0.1026	-0.2886	-0.0946	-0.6403	-0.6332	0.5995	0.0254	-0.1766	0.3295	-0.4406	
TCGA-AN-A0AJ-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1394	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5768	0.7629	-0.7813	4.6899	1.3336	2.5187	-0.1362	1.762	1.8457	1.7281	1.9039	-1.8128	-1.4504	5.5131	
TCGA-E2-A1IH-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1816	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.3643	-0.4028	-0.7769	0.1481	-0.403	0.4078	-0.2364	1.1963	0.1364	-0.8835	-0.9982	-0.4755	-0.2918	-0.566	
TCGA-A1-A0SD-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5157	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7142	-0.8235	0.9819	-0.5364	-0.563	-0.8065	-0.2058	-0.6475	0.1483	-0.9419	-0.7186	-0.7786	0.8328	-0.2809	
TCGA-A2-A0CT-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.7923	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7687	-0.1101	-0.8057	0.4004	-0.1242	1.1866	-0.0308	1.9773	0.6223	-0.6453	0.1973	-1.3067	2.689	0.462	
TCGA-BH-A0BQ-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0653	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0182	-0.7092	-0.8009	-0.559	-0.6331	0.4674	-0.0109	-0.6564	-0.37	-0.5757	-0.827	-0.2205	-0.6126	-0.9093	
TCGA-A7-A13G-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1919	-0.736	0.8187	-0.6046	-0.4289	1.4344	-0.0741	-0.0251	0.2717	-0.6232	-0.9308	-0.7261	0.0879	-0.7667	
TCGA-A8-A09K-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2167	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2508	-0.0479	-0.7995	-0.1384	-0.149	3.605	-0.5102	7.8311	-0.9775	0.1225	-1.0847	-0.7727	-1.5252	-0.2513	
TCGA-EW-A1PC-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4403	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9933	2.311	2.3587	7.5846	1.2599	0.898	0.0151	3.846	0.6114	2.7935	3.6874	-0.1957	0.3167	2.0716	
TCGA-C8-A1HO-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.7181	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0882	0.1692	-0.8068	0.0764	-0.2531	0.8914	-0.3966	0.8727	-1.0612	-0.6986	-0.6202	-0.524	-0.9322	0.2009	
TCGA-AR-A1AL-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4102	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.1195	-0.6186	0.2283	-0.2871	-0.6255	2.7564	-0.106	-0.5943	-0.8014	-0.7582	0.3102	-0.4095	0.6666	-0.5051	
TCGA-E2-A150-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2754	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.237	1.5497	1.6478	1.3354	-0.2037	-0.4201	1.2844	-0.5874	-1.4078	0.5876	-0.4669	-1.966	1.307	-0.5211	
TCGA-E2-A14O-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4248	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.3419	-0.4022	0.4301	0.9485	0.3403	1.3745	1.0758	1.4499	-0.0419	-0.2632	-0.1129	-0.4537	-0.5053	1.0766	
TCGA-AQ-A1H2-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6662	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.5103	-1.0013	-0.8114	-0.8486	-0.5315	1.3689	-0.3069	2.0378	-0.4624	-0.9255	-0.9083	-1.3596	-1.1859	-0.9454	
TCGA-B6-A2IU-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6378	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0479	-0.5389	-0.8117	0.2764	0.1466	1.5273	0.1256	2.696	-0.1794	-0.8339	0.2661	-0.9402	0.5533	0.3537	
TCGA-A8-A06P-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7164	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6505	-0.8678	1.3399	-0.978	-0.8152	0.8658	-0.2392	-0.9543	-1.2872	-0.8074	-0.8331	0.7679	-0.7551	-0.6563	
TCGA-E2-A1L6-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2761	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2233	-0.3808	-0.63	-0.1676	-0.4735	-0.526	-0.3121	-0.0248	-0.5471	-0.6666	0.2295	-0.2295	-0.5775	-0.3244	
TCGA-BH-A18J-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8799	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.4059	-0.0908	1.5413	2.2484	-0.4362	-0.1707	-0.3213	1.1157	-1.4469	-0.1123	0.0473	0.127	-1.0258	-0.0665	
TCGA-E2-A14Z-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2265	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0709	-0.172	0.7596	0.2172	0.2832	0.7514	-0.194	0.5647	-0.8171	0.0551	1.317	0.3913	-0.8301	-0.2866	
TCGA-EW-A1P8-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8836	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.7409	1.0966	9.1933	1.425	2.1525	2.0037	-0.0262	-0.2418	-1.2029	2.087	0.5338	3.5078	0.1244	1.8931	
TCGA-A2-A4RW-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7434	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.497	-0.6106	-0.8065	-0.5856	-1.0996	1.5732	-0.3967	-0.7712	1.2373	-0.4587	-1.1026	-0.599	-0.4555	-0.6215	
TCGA-AO-A1KO-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8609	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.9761	-1.1049	-0.6994	-1.049	-1.0745	1.4842	0.2472	-0.3853	-0.7644	-1.0012	-1.2996	0.4965	2.7057	-1.3004	
TCGA-E2-A1IF-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4583	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.1664	0.0637	-0.7741	0.5241	-0.6536	2.6027	0.0723	0.8015	-0.7236	-0.081	-0.1528	0.9083	-1.5474	0.0834	
TCGA-A2-A04X-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0753	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5444	0.5035	0.4681	-0.292	0.9316	-0.3132	-0.2712	3.6873	2.1658	1.5009	1.3527	-0.375	-1.7246	2.2952	
TCGA-GM-A2DH-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.1058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.4607	0.8304	-0.7871	2.7746	-0.0707	2.6949	0.3039	2.5146	6.5086	3.26	3.1808	-1.5707	1.0138	5.6031	
TCGA-A2-A0CV-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.3017	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4392	-1.0925	-0.5947	-1.0602	-0.9214	-0.3405	-0.0387	-0.3786	-1.1169	-1.0488	-1.342	-0.3816	0.0261	-1.2931	
TCGA-OL-A66J-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4678	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.9711	-0.89	0.7326	-0.8151	-0.8407	-0.9635	-0.3149	-0.0759	0.6206	-0.674	-1.0456	-0.3437	-1.289	-0.6292	
TCGA-AN-A0FY-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.3292	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.9999	-0.2405	1.2039	2.3681	0.2668	2.4588	-0.3428	-0.9478	0.5135	1.7357	0.8845	2.5752	-1.4659	1.3616	
TCGA-E9-A1NE-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8675	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1877	0.1057	0.536	0.2994	-0.2375	0.6335	-0.343	0.6035	0.0634	-0.0946	0.6567	-1.1487	1.5096	0.1429	
TCGA-A8-A09I-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.0401	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.372	1.1759	-0.808	5.0532	1.3113	1.4198	-0.4513	2.8195	4.3747	1.051	1.7786	-0.1191	-0.5835	1.8176	
TCGA-BH-A0BO-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0501	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5695	-1.0628	-0.6752	-0.9743	-1.0222	-0.3567	0.1491	-1.0692	-1.3001	-0.9	-1.2667	-0.6487	0.1736	-1.15	
TCGA-BH-A0C0-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0969	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.3223	0.1449	-0.56	0.8995	0.3683	1.8602	-0.2442	2.023	0.0452	1.9378	0.3833	-1.713	-0.5987	0.8216	
TCGA-E9-A1R5-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3889	-0.6676	-0.8089	-0.2176	-0.9575	3.9578	-0.0468	1.1037	1.1437	-0.4974	-0.8718	-0.1341	-0.5658	-0.1173	
TCGA-AR-A1AJ-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4181	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.3851	1.8331	1.3094	2.6662	0.9956	2.3162	-0.3577	-0.7249	-1.2323	-0.5889	0.7431	2.2719	-0.7087	0.9853	
TCGA-D8-A1J8-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.711	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7525	0.7489	-0.7898	3.6497	1.2999	2.5613	-0.0356	-0.4494	-1.6097	-0.1812	3.4855	-0.187	0.6821	-0.1083	
